refmet_name,super_class,main_class,sub_class,formula,exactmass,inchi_key,smiles,pubchem_cid,id,libname,cas,library
Glutarylglycine,Organic acids,Amino acids and peptides,Amino acids,C7H11NO5,189.063724,NBLKTRLPZFCMJG-UHFFFAOYSA-N,C(CC(=O)NCC(=O)O)CC(=O)O,23592950,RefMet_121159,HMDB0000590_ms_ms_815,17686-38-3,MoNA-export-HMDB
Glutarylglycine,Organic acids,Amino acids and peptides,Amino acids,C7H11NO5,189.063724,NBLKTRLPZFCMJG-UHFFFAOYSA-N,C(CC(=O)NCC(=O)O)CC(=O)O,23592950,RefMet_121159,HMDB0000590_ms_ms_814,17686-38-3,MoNA-export-HMDB
Glutarylglycine,Organic acids,Amino acids and peptides,Amino acids,C7H11NO5,189.063724,NBLKTRLPZFCMJG-UHFFFAOYSA-N,C(CC(=O)NCC(=O)O)CC(=O)O,23592950,RefMet_121159,HMDB0000590_ms_ms_813,17686-38-3,MoNA-export-HMDB
"3,5-Diiodothyronine",Benzenoids,Diarylethers,Diarylethers,C15H13I2NO4,524.893413,ZHSOTLOTTDYIIK-UHFFFAOYSA-N,c1cc(ccc1O)Oc1c(cc(cc1I)CC(C(=O)O)N)I,123675,RefMet_1458,HMDB0000582_ms_ms_812,534-51-0,MoNA-export-HMDB
"3,5-Diiodothyronine",Benzenoids,Diarylethers,Diarylethers,C15H13I2NO4,524.893413,ZHSOTLOTTDYIIK-UHFFFAOYSA-N,c1cc(ccc1O)Oc1c(cc(cc1I)CC(C(=O)O)N)I,123675,RefMet_1458,HMDB0000582_ms_ms_811,534-51-0,MoNA-export-HMDB
"3,5-Diiodothyronine",Benzenoids,Diarylethers,Diarylethers,C15H13I2NO4,524.893413,ZHSOTLOTTDYIIK-UHFFFAOYSA-N,c1cc(ccc1O)Oc1c(cc(cc1I)CC(C(=O)O)N)I,123675,RefMet_1458,HMDB0000582_ms_ms_810,534-51-0,MoNA-export-HMDB
Monoethyl malonic acid,Fatty Acyls,Fatty acids,Dicarboxylic acids,C5H8O4,132.04226,HGINADPHJQTSKN-UHFFFAOYSA-N,CCOC(=O)CC(=O)O,70615,RefMet_2897,HMDB0000576_ms_ms_806,1071-46-1,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_799,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_798,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_797,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_336,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_335,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_334,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_285575,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_285574,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_285573,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_ms_ms_285572,112-79-8,MoNA-export-HMDB
Elaidic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H34O2,282.25588,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,RefMet_3579,HMDB0000573_c_ms_1874,112-79-8,MoNA-export-HMDB
Galactonic acid,Carbohydrates,Monosaccharides,Sugar acids,C6H12O7,196.058305,RGHNJXZEOKUKBD-MGCNEYSASA-N,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,128869,RefMet_2090,HMDB0000565_ms_ms_790,13382-27-9,MoNA-export-HMDB
Galactonic acid,Carbohydrates,Monosaccharides,Sugar acids,C6H12O7,196.058305,RGHNJXZEOKUKBD-MGCNEYSASA-N,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,128869,RefMet_2090,HMDB0000565_ms_ms_789,13382-27-9,MoNA-export-HMDB
Galactonic acid,Carbohydrates,Monosaccharides,Sugar acids,C6H12O7,196.058305,RGHNJXZEOKUKBD-MGCNEYSASA-N,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,128869,RefMet_2090,HMDB0000565_ms_ms_788,13382-27-9,MoNA-export-HMDB
Galactonic acid,Carbohydrates,Monosaccharides,Sugar acids,C6H12O7,196.058305,RGHNJXZEOKUKBD-MGCNEYSASA-N,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,128869,RefMet_2090,HMDB0000565_c_ms_1712,13382-27-9,MoNA-export-HMDB
Creatinine,Organoheterocyclic compounds,Azoles,Imidazolines,C4H7N3O,113.058912,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)NC1=N,137319715,RefMet_131464,HMDB0000562_ms_ms_787,60-27-5,MoNA-export-HMDB
Creatinine,Organoheterocyclic compounds,Azoles,Imidazolines,C4H7N3O,113.058912,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)NC1=N,137319715,RefMet_131464,HMDB0000562_ms_ms_786,60-27-5,MoNA-export-HMDB
Creatinine,Organoheterocyclic compounds,Azoles,Imidazolines,C4H7N3O,113.058912,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)NC1=N,137319715,RefMet_131464,HMDB0000562_ms_ms_785,60-27-5,MoNA-export-HMDB
Creatinine,Organoheterocyclic compounds,Azoles,Imidazolines,C4H7N3O,113.058912,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)NC1=N,137319715,RefMet_131464,HMDB0000562_c_ms_1238,60-27-5,MoNA-export-HMDB
Creatinine,Organoheterocyclic compounds,Azoles,Imidazolines,C4H7N3O,113.058912,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)NC1=N,137319715,RefMet_131464,HMDB0000562_c_ms_1221,60-27-5,MoNA-export-HMDB
beta-Carotene,Prenol Lipids,Isoprenoids,C40 isoprenoids,C40H56,536.438201,OENHQHLEOONYIE-JLTXGRSLSA-N,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,5280489,RefMet_133570,HMDB0000561_ms_ms_1218146,7235-40-7,MoNA-export-HMDB
beta-Carotene,Prenol Lipids,Isoprenoids,C40 isoprenoids,C40H56,536.438201,OENHQHLEOONYIE-JLTXGRSLSA-N,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,5280489,RefMet_133570,HMDB0000561_ms_ms_1218145,7235-40-7,MoNA-export-HMDB
beta-Carotene,Prenol Lipids,Isoprenoids,C40 isoprenoids,C40H56,536.438201,OENHQHLEOONYIE-JLTXGRSLSA-N,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,5280489,RefMet_133570,HMDB0000561_ms_ms_1218144,7235-40-7,MoNA-export-HMDB
beta-Carotene,Prenol Lipids,Isoprenoids,C40 isoprenoids,C40H56,536.438201,OENHQHLEOONYIE-JLTXGRSLSA-N,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,5280489,RefMet_133570,HMDB0000561_ms_ms_1218143,7235-40-7,MoNA-export-HMDB
beta-Carotene,Prenol Lipids,Isoprenoids,C40 isoprenoids,C40H56,536.438201,OENHQHLEOONYIE-JLTXGRSLSA-N,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,5280489,RefMet_133570,HMDB0000561_ms_ms_1218142,7235-40-7,MoNA-export-HMDB
3-Methyladipic acid,Fatty Acyls,Fatty acids,Dicarboxylic acids,C7H12O4,160.07356,SYEOWUNSTUDKGM-YFKPBYRVSA-N,C[C@@H](CCC(=O)O)CC(=O)O,6999745,RefMet_2820,HMDB0000555_ms_ms_778,3058-01-3,MoNA-export-HMDB
3-Methyladipic acid,Fatty Acyls,Fatty acids,Dicarboxylic acids,C7H12O4,160.07356,SYEOWUNSTUDKGM-YFKPBYRVSA-N,C[C@@H](CCC(=O)O)CC(=O)O,6999745,RefMet_2820,HMDB0000555_ms_ms_777,3058-01-3,MoNA-export-HMDB
3-Methyladipic acid,Fatty Acyls,Fatty acids,Dicarboxylic acids,C7H12O4,160.07356,SYEOWUNSTUDKGM-YFKPBYRVSA-N,C[C@@H](CCC(=O)O)CC(=O)O,6999745,RefMet_2820,HMDB0000555_ms_ms_776,3058-01-3,MoNA-export-HMDB
gamma-Butyrolactone,Fatty Acyls,Fatty esters,Fatty lactones,C4H6O2,86.03678,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C1CC(=O)OC1,7302,RefMet_21067,HMDB0000549_ms_ms_775,96-48-0,MoNA-export-HMDB
gamma-Butyrolactone,Fatty Acyls,Fatty esters,Fatty lactones,C4H6O2,86.03678,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C1CC(=O)OC1,7302,RefMet_21067,HMDB0000549_ms_ms_774,96-48-0,MoNA-export-HMDB
gamma-Butyrolactone,Fatty Acyls,Fatty esters,Fatty lactones,C4H6O2,86.03678,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C1CC(=O)OC1,7302,RefMet_21067,HMDB0000549_ms_ms_773,96-48-0,MoNA-export-HMDB
gamma-Butyrolactone,Fatty Acyls,Fatty esters,Fatty lactones,C4H6O2,86.03678,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C1CC(=O)OC1,7302,RefMet_21067,HMDB0000549_c_ms_99583,96-48-0,MoNA-export-HMDB
gamma-Butyrolactone,Fatty Acyls,Fatty esters,Fatty lactones,C4H6O2,86.03678,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C1CC(=O)OC1,7302,RefMet_21067,HMDB0000549_c_ms_99582,96-48-0,MoNA-export-HMDB
gamma-Butyrolactone,Fatty Acyls,Fatty esters,Fatty lactones,C4H6O2,86.03678,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C1CC(=O)OC1,7302,RefMet_21067,HMDB0000549_c_ms_99581,96-48-0,MoNA-export-HMDB
Epietiocholanolone,Sterol Lipids,Steroids,C19 Steroids,C19H30O2,290.224581,QGXBDMJGAMFCBF-XRJZGPCZSA-N,C[C@]12CC[C@@H](C[C@H]1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@H]21)O,247732,RefMet_165005,HMDB0000546_ms_ms_769,571-31-3,MoNA-export-HMDB
Epietiocholanolone,Sterol Lipids,Steroids,C19 Steroids,C19H30O2,290.224581,QGXBDMJGAMFCBF-XRJZGPCZSA-N,C[C@]12CC[C@@H](C[C@H]1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@H]21)O,247732,RefMet_165005,HMDB0000546_ms_ms_768,571-31-3,MoNA-export-HMDB
Epietiocholanolone,Sterol Lipids,Steroids,C19 Steroids,C19H30O2,290.224581,QGXBDMJGAMFCBF-XRJZGPCZSA-N,C[C@]12CC[C@@H](C[C@H]1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@H]21)O,247732,RefMet_165005,HMDB0000546_ms_ms_767,571-31-3,MoNA-export-HMDB
5-Hydroxymethyl-4-methyluracil,Nucleic acids,Pyrimidines,Pyrimidones,C6H8N2O3,156.053493,XBAVGYMDOXCWQU-UHFFFAOYSA-N,Cc1c(CO)c(=O)[nH]c(=O)[nH]1,8983,RefMet_120823,HMDB0000544_ms_ms_766,147-61-5,MoNA-export-HMDB
5-Hydroxymethyl-4-methyluracil,Nucleic acids,Pyrimidines,Pyrimidones,C6H8N2O3,156.053493,XBAVGYMDOXCWQU-UHFFFAOYSA-N,Cc1c(CO)c(=O)[nH]c(=O)[nH]1,8983,RefMet_120823,HMDB0000544_ms_ms_765,147-61-5,MoNA-export-HMDB
5-Hydroxymethyl-4-methyluracil,Nucleic acids,Pyrimidines,Pyrimidones,C6H8N2O3,156.053493,XBAVGYMDOXCWQU-UHFFFAOYSA-N,Cc1c(CO)c(=O)[nH]c(=O)[nH]1,8983,RefMet_120823,HMDB0000544_ms_ms_764,147-61-5,MoNA-export-HMDB
Arabinonic acid,Carbohydrates,Monosaccharides,Sugar acids,C5H10O6,166.04774,QXKAIJAYHKCRRA-JJYYJPOSSA-N,C([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O,122045,RefMet_2076,HMDB0000539_c_ms_1456,488-30-2,MoNA-export-HMDB
Adenylsuccinic acid,Nucleic acids,Purines,Purine rNMP,C14H18N5O11P,463.074043,OFBHPPMPBOJXRT-VWJPMABRSA-N,C([C@@H](C(=O)O)Nc1c2c(ncn1)n(cn2)[C@H]1[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O1)O)O)C(=O)O,447145,RefMet_120593,HMDB0000536_ms_ms_760,19046-78-7,MoNA-export-HMDB
Adenylsuccinic acid,Nucleic acids,Purines,Purine rNMP,C14H18N5O11P,463.074043,OFBHPPMPBOJXRT-VWJPMABRSA-N,C([C@@H](C(=O)O)Nc1c2c(ncn1)n(cn2)[C@H]1[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O1)O)O)C(=O)O,447145,RefMet_120593,HMDB0000536_ms_ms_759,19046-78-7,MoNA-export-HMDB
Adenylsuccinic acid,Nucleic acids,Purines,Purine rNMP,C14H18N5O11P,463.074043,OFBHPPMPBOJXRT-VWJPMABRSA-N,C([C@@H](C(=O)O)Nc1c2c(ncn1)n(cn2)[C@H]1[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O1)O)O)C(=O)O,447145,RefMet_120593,HMDB0000536_ms_ms_758,19046-78-7,MoNA-export-HMDB
Caproic acid,Fatty Acyls,Fatty acids,Saturated FA,C6H12O2,116.08373,FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,8892,RefMet_3405,HMDB0000535_ms_ms_757,142-62-1,MoNA-export-HMDB
Caproic acid,Fatty Acyls,Fatty acids,Saturated FA,C6H12O2,116.08373,FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,8892,RefMet_3405,HMDB0000535_ms_ms_756,142-62-1,MoNA-export-HMDB
Caproic acid,Fatty Acyls,Fatty acids,Saturated FA,C6H12O2,116.08373,FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,8892,RefMet_3405,HMDB0000535_ms_ms_755,142-62-1,MoNA-export-HMDB
Caproic acid,Fatty Acyls,Fatty acids,Saturated FA,C6H12O2,116.08373,FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,8892,RefMet_3405,HMDB0000535_c_ms_909,142-62-1,MoNA-export-HMDB
"4,5-Dihydroorotic acid",Organic acids,Amino acids and peptides,Amino acids,C5H6N2O4,158.032758,UFIVEPVSAGBUSI-UWTATZPHSA-N,C1[C@H](C(=O)O)NC(=O)NC1=O,1149667,RefMet_120938,HMDB0000528_ms_ms_748,155-54-4,MoNA-export-HMDB
"4,5-Dihydroorotic acid",Organic acids,Amino acids and peptides,Amino acids,C5H6N2O4,158.032758,UFIVEPVSAGBUSI-UWTATZPHSA-N,C1[C@H](C(=O)O)NC(=O)NC1=O,1149667,RefMet_120938,HMDB0000528_ms_ms_747,155-54-4,MoNA-export-HMDB
"4,5-Dihydroorotic acid",Organic acids,Amino acids and peptides,Amino acids,C5H6N2O4,158.032758,UFIVEPVSAGBUSI-UWTATZPHSA-N,C1[C@H](C(=O)O)NC(=O)NC1=O,1149667,RefMet_120938,HMDB0000528_ms_ms_746,155-54-4,MoNA-export-HMDB
Chenodeoxycholic acid,Sterol Lipids,Bile acids,C24 Bile acids,C24H40O4,392.29266,RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@H](C[C@H]1C[C@H]3O)O,10133,RefMet_164434,HMDB0000518_ms_ms_745,474-25-9,MoNA-export-HMDB
Chenodeoxycholic acid,Sterol Lipids,Bile acids,C24 Bile acids,C24H40O4,392.29266,RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@H](C[C@H]1C[C@H]3O)O,10133,RefMet_164434,HMDB0000518_ms_ms_744,474-25-9,MoNA-export-HMDB
Chenodeoxycholic acid,Sterol Lipids,Bile acids,C24 Bile acids,C24H40O4,392.29266,RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@H](C[C@H]1C[C@H]3O)O,10133,RefMet_164434,HMDB0000518_ms_ms_743,474-25-9,MoNA-export-HMDB
Chenodeoxycholic acid,Sterol Lipids,Bile acids,C24 Bile acids,C24H40O4,392.29266,RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@H](C[C@H]1C[C@H]3O)O,10133,RefMet_164434,HMDB0000518_c_ms_2289,474-25-9,MoNA-export-HMDB
Capric acid,Fatty Acyls,Fatty acids,Saturated FA,C10H20O2,172.14633,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,2969,RefMet_3404,HMDB0000511_ms_ms_736,334-48-5,MoNA-export-HMDB
Capric acid,Fatty Acyls,Fatty acids,Saturated FA,C10H20O2,172.14633,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,2969,RefMet_3404,HMDB0000511_ms_ms_735,334-48-5,MoNA-export-HMDB
Capric acid,Fatty Acyls,Fatty acids,Saturated FA,C10H20O2,172.14633,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,2969,RefMet_3404,HMDB0000511_ms_ms_734,334-48-5,MoNA-export-HMDB
Capric acid,Fatty Acyls,Fatty acids,Saturated FA,C10H20O2,172.14633,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,2969,RefMet_3404,HMDB0000511_ms_ms_285578,334-48-5,MoNA-export-HMDB
Capric acid,Fatty Acyls,Fatty acids,Saturated FA,C10H20O2,172.14633,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,2969,RefMet_3404,HMDB0000511_ms_ms_285577,334-48-5,MoNA-export-HMDB
Capric acid,Fatty Acyls,Fatty acids,Saturated FA,C10H20O2,172.14633,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,2969,RefMet_3404,HMDB0000511_ms_ms_285576,334-48-5,MoNA-export-HMDB
Capric acid,Fatty Acyls,Fatty acids,Saturated FA,C10H20O2,172.14633,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,2969,RefMet_3404,HMDB0000511_c_ms_1154,334-48-5,MoNA-export-HMDB
Aminoadipic acid,Organic acids,Amino acids and peptides,Amino acids,C6H11NO4,161.068809,,NC(CCCC(O)=O)C(O)=O,0,RefMet_120991,HMDB0000510_ms_ms_733,1118-90-7,MoNA-export-HMDB
Aminoadipic acid,Organic acids,Amino acids and peptides,Amino acids,C6H11NO4,161.068809,,NC(CCCC(O)=O)C(O)=O,0,RefMet_120991,HMDB0000510_ms_ms_732,1118-90-7,MoNA-export-HMDB
Aminoadipic acid,Organic acids,Amino acids and peptides,Amino acids,C6H11NO4,161.068809,,NC(CCCC(O)=O)C(O)=O,0,RefMet_120991,HMDB0000510_ms_ms_731,1118-90-7,MoNA-export-HMDB
Aminoadipic acid,Organic acids,Amino acids and peptides,Amino acids,C6H11NO4,161.068809,,NC(CCCC(O)=O)C(O)=O,0,RefMet_120991,HMDB0000510_c_ms_99576,1118-90-7,MoNA-export-HMDB
Ribitol,Carbohydrates,Monosaccharides,Sugar alcohols,C5H12O5,152.068475,HEBKCHPVOIAQTA-ZXFHETKHSA-N,C([C@@H]([C@@H]([C@@H](CO)O)O)O)O,6912,RefMet_2136,HMDB0000508_ms_ms_727,488-81-3,MoNA-export-HMDB
Ribitol,Carbohydrates,Monosaccharides,Sugar alcohols,C5H12O5,152.068475,HEBKCHPVOIAQTA-ZXFHETKHSA-N,C([C@@H]([C@@H]([C@@H](CO)O)O)O)O,6912,RefMet_2136,HMDB0000508_ms_ms_726,488-81-3,MoNA-export-HMDB
Ribitol,Carbohydrates,Monosaccharides,Sugar alcohols,C5H12O5,152.068475,HEBKCHPVOIAQTA-ZXFHETKHSA-N,C([C@@H]([C@@H]([C@@H](CO)O)O)O)O,6912,RefMet_2136,HMDB0000508_ms_ms_725,488-81-3,MoNA-export-HMDB
Ribitol,Carbohydrates,Monosaccharides,Sugar alcohols,C5H12O5,152.068475,HEBKCHPVOIAQTA-ZXFHETKHSA-N,C([C@@H]([C@@H]([C@@H](CO)O)O)O)O,6912,RefMet_2136,HMDB0000508_c_ms_1386,488-81-3,MoNA-export-HMDB
Allocholic acid,Sterol Lipids,Bile acids,C24 Bile acids,C24H40O5,408.287575,BHQCQFFYRZLCQQ-PGHAKIONSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@@H]([C@]12C)O)[C@@]1(C)CC[C@H](C[C@@H]1C[C@H]3O)O,160636,RefMet_164385,HMDB0000505_c_ms_99586,2464-18-8,MoNA-export-HMDB
4-Hydroxybenzoic acid,Polyketides,Phenolic acids,Phenolic acids,C7H6O3,138.031695,FJKROLUGYXJWQN-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)O,135,RefMet_132971,HMDB0000500_ms_ms_718,99-96-7,MoNA-export-HMDB
4-Hydroxybenzoic acid,Polyketides,Phenolic acids,Phenolic acids,C7H6O3,138.031695,FJKROLUGYXJWQN-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)O,135,RefMet_132971,HMDB0000500_ms_ms_717,99-96-7,MoNA-export-HMDB
4-Hydroxybenzoic acid,Polyketides,Phenolic acids,Phenolic acids,C7H6O3,138.031695,FJKROLUGYXJWQN-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)O,135,RefMet_132971,HMDB0000500_ms_ms_716,99-96-7,MoNA-export-HMDB
4-Hydroxybenzoic acid,Polyketides,Phenolic acids,Phenolic acids,C7H6O3,138.031695,FJKROLUGYXJWQN-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)O,135,RefMet_132971,HMDB0000500_c_ms_1306,99-96-7,MoNA-export-HMDB
"5alpha-Androstane-3beta,17beta-diol",Sterol Lipids,Steroids,C19 Steroids,C19H32O2,292.24023,CBMYJHIOYJEBSB-YSZCXEEOSA-N,C[C@]12CC[C@@H](C[C@@H]1CC[C@H]1[C@@H]3CC[C@@H]([C@@]3(C)CC[C@H]21)O)O,242332,RefMet_164970,HMDB0000493_ms_ms_715,571-20-0,MoNA-export-HMDB
"5alpha-Androstane-3beta,17beta-diol",Sterol Lipids,Steroids,C19 Steroids,C19H32O2,292.24023,CBMYJHIOYJEBSB-YSZCXEEOSA-N,C[C@]12CC[C@@H](C[C@@H]1CC[C@H]1[C@@H]3CC[C@@H]([C@@]3(C)CC[C@H]21)O)O,242332,RefMet_164970,HMDB0000493_ms_ms_714,571-20-0,MoNA-export-HMDB
"5alpha-Androstane-3beta,17beta-diol",Sterol Lipids,Steroids,C19 Steroids,C19H32O2,292.24023,CBMYJHIOYJEBSB-YSZCXEEOSA-N,C[C@]12CC[C@@H](C[C@@H]1CC[C@H]1[C@@H]3CC[C@@H]([C@@]3(C)CC[C@H]21)O)O,242332,RefMet_164970,HMDB0000493_ms_ms_713,571-20-0,MoNA-export-HMDB
3-Methyl-2-oxovaleric acid,Organic acids,Keto acids,Short-chain keto acids,C6H10O3,130.062995,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(=O)C(=O)O,47,RefMet_130449,HMDB0000491_ms_ms_712,1460-34-0,MoNA-export-HMDB
3-Methyl-2-oxovaleric acid,Organic acids,Keto acids,Short-chain keto acids,C6H10O3,130.062995,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(=O)C(=O)O,47,RefMet_130449,HMDB0000491_ms_ms_711,1460-34-0,MoNA-export-HMDB
3-Methyl-2-oxovaleric acid,Organic acids,Keto acids,Short-chain keto acids,C6H10O3,130.062995,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(=O)C(=O)O,47,RefMet_130449,HMDB0000491_ms_ms_710,1460-34-0,MoNA-export-HMDB
Etiocholanolone,Sterol Lipids,Steroids,C19 Steroids,C19H30O2,290.22458,QGXBDMJGAMFCBF-BNSUEQOYSA-N,C[C@]12CC[C@H](C[C@H]1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@H]21)O,5880,RefMet_165007,HMDB0000490_ms_ms_709,53-42-9,MoNA-export-HMDB
Etiocholanolone,Sterol Lipids,Steroids,C19 Steroids,C19H30O2,290.22458,QGXBDMJGAMFCBF-BNSUEQOYSA-N,C[C@]12CC[C@H](C[C@H]1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@H]21)O,5880,RefMet_165007,HMDB0000490_ms_ms_708,53-42-9,MoNA-export-HMDB
